review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"November 25, 2020",Country EpiscoPal in the Big City,,"One year and three months it starts LEAKING ! ! Thank you, everyone for your reviews because I feel less alone and less CRAZY ! Puddles everywhere and I thought it was me. I don't know why, but it just started leaking ALL OVER the place all of a sudden ! Was it worth the 60$ plus to have it for a year? I guess? but not really ... I'm not gonna make the mistake a second time. :-(",negative,one year three month start leak thank everyone review feel less alone less crazy puddle everywhere think know start leak place sudden worth 60 plus year guess really gonna make mistake second time
"April 25, 2021",mom in illinois,,I was a little worried with some reviews of the leaking.  The coffee maker does come with a 1 year manufacturer warranty so that helped ease my mind.  Overall I like it.  Not 5 stars only because of a few quirks.  The water fill opens to the right.  It blocks the access of using my sprayer to fill it.  I know it is easy to take it off and fill but just wanted to share.  It has to be fully against the wall to push the fill or it won't come out.  For now 4 stars and will review again after 6 months,positive,little worried review leak coffee maker come year manufacturer warranty help ease mind overall like star quirk water fill open right block access use sprayer fill know easy take fill want share fully wall push fill come star review month
"May 20, 2020",PaPa,,"It works. After that it’s a mess trying to clean it. You lift the lid to take out the grounds and water runs down the sides and down behind. You lift the basket and again water drips all over. Lastly once you pour out any remaining coffee and clean the inside, the metal plate that literally boils the coffee to keep it hot requires steel wool or sos pad to clean. I guess you get what you pay for.  I suggest spending more and get a higher quality maker.  If you drink coffee everyday, you’ll regret choosing this one.",negative,work mess try clean lift lid take ground water run side behind lift basket water drip lastly pour remain coffee clean inside metal plate literally boil coffee keep hot require steel wool so pad clean guess get pay suggest spending get high quality maker drink coffee everyday regret choosing one
"June 29, 2020",Stevo1212,,"I’ve used this same product in the past without fault, however I believe I received a faulty device this time around. There is a leak somewhere while dispensing, causing coffee to run down the machine behind where your mug would go, into the drip tray and all over the counter. Very frustrating as I waited several weeks to use this and I do not see any options now about returning the product.",negative,use product past without fault however believe receive faulty device time around leak somewhere dispense cause coffee run machine behind mug would go drip tray counter frustrating waited several week use see option return product
"November 25, 2020",RogerMo,,"Wife and I like no pot. We don't want to have to life a pot and pour. This is perfect.  Had a Hamilton Beach that lasted 5 plus years before we bought this one. It would still make coffee, but would not use all the water in the reservoir during the brewing cycle. If this one starts that mess, then Hamilton Beach is out the door. So far, so good.",positive,wife like pot want life pot pour perfect hamilton beach last plus year buy one would still make coffee would use water reservoir brewing cycle one start mess hamilton beach door far good
"March 18, 2020",not Mark Twain,,"We have actually enjoyed this machine for 9-1/2 months. Till last week that is, when is has decided to boil 12 cups of water out without make more that a couple of cups of coffee. Oh, and it take an hour to steam that much coffee (well you could call it that, or burnt caramel).  Tis a sad state of affairs when cars can go for years, and a $55 coffee machine bites the dust in less than a year.",negative,actually enjoy machine month till last week decide boil 12 cup water without make couple cup coffee oh take hour steam much coffee well could call burn caramel ti sad state affair car go year 55 coffee machine bite dust less year
"April 23, 2021",D. T.,,"We have been using this type of coffee pot for a few years now. My last one just got old and so we got this Hamilton Beach pot. Our first pot was defective, but they exchanged it easily! It's a decent pot but is very loud. I think it's the heating element, it pops and is just loud. Another thing I miss from my last pot is a light at the pour spout. If your pouring in a dark kitchen you can't see how much your getting! But this pot was much cheaper that the pot we had before, so for the price, it does the job!!",positive,use type coffee pot year last one get old get hamilton beach pot first pot defective exchange easily decent pot loud think heat element pop loud another thing miss last pot light pour spout pouring dark kitchen see much get pot much cheap pot price job
"May 24, 2021",JavaOops,,"Update: It's 2021 and the second one I bought (this one) has failed.  In 2017 I bought one and it failed about 1.5 years later.  I bought this to replace it, and it failed about 1.5 years later. Avoid this product unless you like replacing often.  Bought a cheap mr coffee when it didn't work one morning, and will not buy another one of these.",negative,update 2021 second one buy one fail 2017 buy one fail year later buy replace fail year later avoid product unless like replace often buy cheap mr coffee work one morning buy another one
"May 19, 2021",Sharon Hanson,,This is the second brewmaster  I have purchased and this newer model is a piece of junk.  Started leaking just 2 months after purchase.  Customer service is  nonexistant.  Still waiting for a reply of the warranty from customer service. They will only accept emails and the only answer is an automated one sent at the start of the process. UPDATE have heard from customer service and they were very helpful. Said my problem was with the coffee tank and they are sending me a new one at no cost.  Have changed my review to 4 stars,positive,second brewmaster purchase new model piece junk start leak month purchase customer service nonexistant still wait reply warranty customer service accept email answer automated one sent start process update hear customer service helpful say problem coffee tank send new one cost change review star
"February 19, 2020",Rhonda Demers,,"This is a great coffee maker. I just got it today and had to try it out. It makes coffee faster than the original ones do I love the removable water reservoir. Now I won't spill water trying to get it from the sink to the maker. I always make a mess. You can also make ice coffee with this one, I haven't tried it yet but I will soon.",positive,great coffee maker get today try make coffee faster original one love removable water reservoir spill water try get sink maker always make mess also make ice coffee one try yet soon
"February 4, 2017",C. Boyd,One,"Not nearly as good as the 12 year-old HB we replaced - filling with water can be tricky, the rubber feet on the bottom won't stay on (we have to slide this out from underneath a cabinet to fill it, so maybe it's only made to be stationary), and it won't stay still when we dispense coffee from it (again, some of the rubber feet have come off).  However, it makes good, hot coffee and keeps it that way without a glass carafe to deal with.  In my opinion, this style coffee maker produces better-tasting coffee than the cheap carafe models, so my only regret is that we couldn't buy the older model.",positive,nearly good 12 year old hb replace fill water tricky rubber foot bottom stay slide underneath cabinet fill maybe make stationary stay still dispense coffee rubber foot come however make good hot coffee keep way without glass carafe deal opinion style coffee maker produce good taste coffee cheap carafe model regret buy old model
"December 1, 2019",Amazon Customer,,"Love this! We spent years annoyed with Keurig and their options before deciding to go for another option. If you hate using a million k pods a month, or are overwhelmed refilling your reusable pods, or just settle within one cup to avoid the hassle then this pot is for you! It makes as small or large of a pot you want, keeps it warm for up to 4 hours, and you just push your cup onto the ""handle"" until full. Best morning routine purchase we've made, EVER! Also, I never figured out programming my Keurig but had this figured out day 2 after not realizing I had to set my program then turn it on.",positive,love spend year annoy keurig option decide go another option hate use million pod month overwhelm refill reusable pod settle within one cup avoid hassle pot make small large pot want keep warm hour push cup onto handle full best morning routine purchase make ever also never figure program keurig figure day realize set program turn
"October 6, 2015",MJ,One,"So far so good.  I don't know why people are complaining about water making a mess with this machine.  I will upload a video to show you how it works soon. Pros: Makes good coffee Pours smooth from the dispenser Cleans easy No dripping Good options Cons: If I had to make one, I would say it is to small or have a slide lid.  Being nit picky here though. Update: Here is a video of water being poured into the reservoir. It's not difficult and I don't understand why people are rating this lower because of difficulty. Just pour the water controlled and to the side, no mess. Since I have had this machine, I replaced the top reservoir once because I started making tea and coffee via press. I use this machine to make hot water. It is perfect for my needs.",positive,far good know people complain water make mess machine upload video show work soon pros make good coffee pours smooth dispenser clean easy drip good option con make one would say small slide lid nit picky though update video water pour reservoir difficult understand people rating low difficulty pour water control side mess since machine replace top reservoir start make tea coffee via press use machine make hot water perfect need
"February 7, 2020",Barb,,"For the life of me, I can't figure why anyone would give any less than 5 stars.  The Hamilton Beach coffee maker gives the best tasting cup of coffee if you take it out freshly brewed or have to wait a couple of hours to take it.  I wouldn't want any other brand of coffee maker or style (47900).  It is really easy to use and to clean.",positive,life figure anyone would give less star hamilton beach coffee maker give best tasting cup coffee take freshly brew wait couple hour take want brand coffee maker style 47900 really easy use clean
"February 7, 2021",Carole H,,"This is my second purchase of this product.  I absolutely love this coffee maker.  My other one is 4 years old and was starting to lose its warmth, but I am keeping it for someone else.  All it takes is a reheat in the microwave.  I just felt like treating myself to a brand new machine.",positive,second purchase product absolutely love coffee maker one year old start lose warmth keep someone else take reheat microwave felt like treat brand new machine
"January 23, 2017",Blondeinacamaro,,"Bought this  for my Husband ,as I don't drink coffee, but he wanted a coffee maker like this ,that dispense,s  by using only  a cup  and not a pot  the only thing I found wrong that broke off the first time,I placed on the counter was the little rubber feet ,one is forever lost and the other one won't stay on ,so,I left it off as it would be off balance with only  one .I'm sure their was a reason the manufacturer put these 2 rubber pieces on bottom ,but however doesn't take away from making  the coffee or the looks.All in all good coffee maker for the price .",positive,buy husband drink coffee want coffee maker like dispense use cup pot thing find wrong break first time place counter little rubber foot one forever lose one stay left would balance one sure reason manufacturer put rubber piece bottom however take away make coffee looks good coffee maker price
"July 27, 2016",Nate,,"From all the coffee makers I've had in my life, this is by far my favorite. While the concept of brewing coffee has not really changed over the years this machine is innovative and fun. Easy to clean, don't have to touch the soggy filter when throwing it out in the thrash, and best of all NO DRIPS OR SPILLS!!! It is like at a fast food place getting a fountain drink and hot coffee comes out. Just top your cup off or pour a new cup. It has a bold feature and a warming setting that can be set from 1-4 hours. Completely programmable. The only thing I dislike about it is the the blue back light stays on all the time. It would be nice that it would turn the back light off after 30 seconds or something.",positive,coffee maker life far favorite concept brew coffee really change year machine innovative fun easy clean touch soggy filter throw thrash best drip spill like fast food place get fountain drink hot coffee come top cup pour new cup bold feature warm set set hour completely programmable thing dislike blue back light stay time would nice would turn back light 30 second something
"December 26, 2020",mdcolliver,,"I have owned a Hamilton Beach coffee maker for years, when I had to replace my old one I bought this pot. Coffee runs down the front of it every time it's used. I contacted the company, they said it was the tank and sent me a knew one, nope it's not the tank just a bad design. Will never purchase again.",negative,own hamilton beach coffee maker year replace old one buy pot coffee run front every time use contact company say tank send know one nope tank bad design never purchase
"July 5, 2016",hihatt2,,"I have this model at my home as well as my office.  I like that it doesn't require a glass pot than can break.  You take off the coffee filter basket and the top tank and simply fill this tank with water to the amount of cups you want to make (from 4 to 12) and pour the water into the bottom tank and put the top tank back on, add a filter and coffee to the basket, put it back and close the lid.  To ""pour"", after the coffee is brewed, push a cup against the bar in the middle and the coffee is dispensed directly into your cup.  It has worked well for me.  It is programmable to start automatically and also to keep coffee warm up to 4 hours.  I have had no problems with it.",positive,model home well office like require glass pot break take coffee filter basket top tank simply fill tank water amount cup want make 12 pour water bottom tank put top tank back add filter coffee basket put back close lid pour coffee brew push cup bar middle coffee dispense directly cup work well programmable start automatically also keep coffee warm hour problem
"December 18, 2016",Michael S. Shelton,,"This is our fifth Hamilton Beach coffeemaker.  The quality is sliding downhill.  It looks attractive, but it's cheesy construction, and looks like it was made to be a toy, not a long-term kitchen appliance.  Surely this thing wasn't made in America.  The functionality and operation are OK, but lifting off the top support structure that holds the coffee filter / basket is painful because of a poor design of how to grasp the structure.  The drip tray doesn't have a solid fit and it's too small to allow a cup to sit on it.  Overall, it's the flimsiest and most poorly made HB product I've purchased.  I will think long and hard before buying another HB product.",negative,fifth hamilton beach coffeemaker quality slide downhill look attractive cheesy construction look like make toy long term kitchen appliance surely thing make america functionality operation ok lift top support structure hold coffee filter basket painful poor design grasp structure drip tray solid fit small allow cup sit overall flimsy poorly make hb product purchase think long hard buy another hb product
"November 11, 2020",Joe Momma,,I tried this contraption yes contraption it made good coffee but the hassle to make the water container to pour water is awkward. Wear you put coffee in is awkward  design.also after 3 days of use it did not shut off after getting cup of coffee made a mess. you need to just spend the money an get a Bunn coffee maker,negative,try contraption yes contraption make good coffee hassle make water container pour water awkward wear put coffee awkward design also day use shut get cup coffee make mess need spend money get bunn coffee maker
"April 1, 2021",Melanie White,,"After using for about 6 months the coffee from the coffees holding tank around the heating element. Call customer service and they say it because its dirty. Um no we cleaned it and its not the dispenser spout leaking its the holding tank. They are in total denial of this leaking. We have bought 4 and all 4 LEAK, or I should say coffee runs out of the maker as its brewing. Way too much money for a coffee pot that leaks coffee all over your counters and floor. I will never buy another Hamilton Beach product again. Absolute garbage and very poor customer service.",negative,use month coffee coffee hold tank around heating element call customer service say dirty um clean dispenser spout leak hold tank total denial leaking buy leak say coffee run maker brewing way much money coffee pot leak coffee counter floor never buy another hamilton beach product absolute garbage poor customer service
"September 16, 2020",Nanny,,"This is the 3rd one of these I've owned.  The first one was amazing and lasted over 2 years.  I make a lot of coffee so I was okay replacing it the first time.  The 2nd one I owned lasted barely a year.  It leaked everywhere.. on my counter down my cabinets.  I cleaned it and cleaned and replaced the piece that holds the coffee.  I tried one more time and ordered the 3rd one which lasted less than FOUR MONTHS... Leaked everywhere AGAIN.  I contacted everyone and was told it was ""out of warranty"".  So there you have it.  Out of luck after 4 months.  I give up.  This is ridiculous.  They obviously cheapened the construction parts.  I like this type of dispenser but I won't ever purchase another.",negative,3rd one own first one amazing last year make lot coffee okay replace first time 2nd one own lasted barely year leak everywhere counter cabinet clean clean replace piece hold coffee try one time order 3rd one last less four month leak everywhere contacted everyone tell warranty luck month give ridiculous obviously cheapen construction part like type dispenser ever purchase another
"November 11, 2020",Darrell Cain,,"At first I loved this coffee maker.  Worked great, looked awesome.  Then, as time goes by, the plastic lever that depresses the flow stop gets weaker and weaker until it is too weak to perform the way it was intended.  After 7 months it is time to find a new coffee maker.  This one is so close to being perfect except for the material it's made of.  Sorry, but i wouldn't buy this if your morning coffee is important.",negative,first love coffee maker work great look awesome time go plastic lever depress flow stop get weak weak weak perform way intend month time find new coffee maker one close perfect except material make sorry buy morning coffee important
"November 1, 2019",R G Shore,,This is our second one of these coffee makers.  We still have not figured out why the portion of the maker below the basket fills with water!  Over time the water collects in the voids and makes a mess.  We overlook this since the maker makes such good coffee and is reasonably priced.,positive,second one coffee maker still figure portion maker basket fill water time water collect void make mess overlook since maker make good coffee reasonably price
"December 1, 2020",Paul Telesford,,"THIS UNIT IS NOT PACKAGED PROPERLY FOR SHIPPING.  IT COMES IN A FLIMSY BOX WITH SOFT CORRUGATED CARDBOARD ON THE TOP AND THE BOTTOM.  THERE IS NOTHING TO PROTECT IT DURING SHIPPING AND ""BAD"" HANDLING. SO RIGHT OUT OF THE BOX I NOTICED THAT THE DISPLAY WAS ""BLEEDING""  OF COURSE THIS RENDERS THE UNIT USELESS. I AM PEEVED THAT I HAVE TO GO THRU THE TROUBLE OF RETURNING SOMETHING THAT I REALLY WANTED BECAUSE IT WAS DAMAGED IN SHIPPING. PLEASE DO NOT BUY ON HERE.  GO TO THE STORE AS IT IS AN EXCELLENT MACHINE.  I HAVE HAD ONE FOR YEARS BUT THE DISPENSER STOPPED WORKING, ITS STILL BREWS WONDERFULLY AND KEEPS HOT FOR HOURS.",negative,unit package properly ship come flimsy box soft corrugate cardboard top bottom nothing protect ship bad handling right box notice display bleed course render unit useless peeve go thru trouble return something really want damage ship please buy go store excellent machine one year dispenser stop work still brew wonderfully keep hot hour
"July 23, 2016",Lindsey R.,,"We bought this because we had only a french press and a keurig. My husband would take forever to make coffee in the morning with the french press and it never seemed to be enough coffee. I decided to get this one as a replacement and I'm so so happy I did! It's awesome! I love that you can just press your coffee cup into the dispenser and pour out as much as you need. I do small amounts at a time so it always stays hot. It keep coffee hot for up to 4 hours which is wonderful for people like me who drink coffee throughout the morning. It's easy to clean and takes me a minute to put water and coffee in in the morning so now I'm not waiting on my husband :) It has a nice ""bold"" setting which I find makes the coffee taste so much richer. It's wonderful and I only wish I'd have gotten it sooner!",positive,buy french press keurig husband would take forever make coffee morning french press never seem enough coffee decide get one replacement happy awesome love press coffee cup dispenser pour much need small amount time always stay hot keep coffee hot hour wonderful people like drink coffee throughout morning easy clean take minute put water coffee morning wait husband nice bold set find make coffee taste much rich wonderful wish get sooner
"September 27, 2019",Donna S.,,"If you buy a $35 coffeemaker, you get a $35 coffeemaker. This one was a loser for me. Parts did not fit snugly together so after the coffee brews, it continues to make brewing sounds....and will not stop!  Absolutely crazy making!  I can push the coffee reservoir back and it will stop. So clearly it was defective. It looks cheap and is cheaply made. I’ve never been a Hamilton Beach fan, but decided to take a chance. Won’t make that mistake again.",negative,buy 35 coffeemaker get 35 coffeemaker one loser part fit snugly together coffee brew continue make brewing sound stop absolutely crazy make push coffee reservoir back stop clearly defective look cheap cheaply make never hamilton beach fan decide take chance make mistake
"June 8, 2020",Kindle Customer,,"Sounds like an efficient concept, the basin holding the coffee is a dual purpose bucket to fill the water reservoir...I hate this model. I was so excited to get it because the model before it was nice For several months until the water pump failed, and then when we replaced it the new one failed within a month. Every time in try to get a cup of coffee there’s a steam of coffee trickling down the machine resulting in a puddle underneath the coffeemaker. As I don’t plan to clean a mess every time we get a cup of coffee, I’m returning this messy machine ASAP. I only rated a 2 star because the concept has such great potential. I will not be buying these coffeemakers ever again.",negative,sound like efficient concept basin hold coffee dual purpose bucket fill water reservoir hate model excited get model nice several month water pump fail replace new one fail within month every time try get cup coffee steam coffee trickle machine result puddle underneath coffeemaker plan clean mess every time get cup coffee return messy machine asap rat star concept great potential buy coffeemakers ever
"November 2, 2020",Tina Holmes,,"I waited a couple of weeks to write a review, just because the reviews are so mixed. I ran water through a few times in order to get rid of the plastic smell.  The coffee tastes great and the temperature of the coffee is 160 degrees first cup and 160 degrees 4 hrs later.  No leaking as per other reviews.  The programing is easy unlike my previous coffee maker. I’m pleasantly surprised.  The previous coffee maker was much more expensive and I loved it but it only lasted 2 years so if I get one year out of this one it’s worth it.",positive,waited couple week write review review mixed ran water time order get rid plastic smell coffee taste great temperature coffee 160 degree first cup 160 degree hrs later leak per review programing easy unlike previous coffee maker pleasantly surprise previous coffee maker much expensive love last year get one year one worth
"June 5, 2020",L Jewkes,,"We bought this coffee maker to replace our original one which we had for years, but the bar that allows the coffee to be released into the cup would not work anymore.  We received the replacement unit and noticed that the unit's brewing cycle would not stop after the coffee brewed and the coffee was in the compartment that dispenses the coffee. It caused the coffee to remain too hot and the top of the unit was way too hot.  We felt that this is a fire hazard and we are returning the unit.  We contacted Hamilton Beach and they assured us that that was the way the product was supposed to work.  Well, the original did not work in this overheated manner and so we are reluctantly returning the unit.",negative,buy coffee maker replace original one year bar allow coffee release cup would work anymore receive replacement unit notice unit brewing cycle would stop coffee brew coffee compartment dispense coffee cause coffee remain hot top unit way hot felt fire hazard return unit contact hamilton beach assure u way product suppose work well original work overheated manner reluctantly return unit
"January 10, 2020",Craig Rickard,,"So far the Brewmaster works well but does have its shortcomings.  I believe that some, if not all, of these have been mentioned before.  First, one has to hold the coffee pot to keep it from sliding on the counter when dispensing coffee.  Second, lots of condensation develops inside the filter area after brewing.  Be prepared with a few paper towels when opening the lid.  Finally, it does drip some from the dispenser spout but it's manageable.  I guess that's to be expected with this style of coffee maker.  Hopefully a better system is in the pipeline.",positive,far brewmaster work well shortcoming believe mention first one hold coffee pot keep slide counter dispense coffee second lot condensation develops inside filter area brew prepare paper towel open lid finally drip dispenser spout manageable guess expect style coffee maker hopefully good system pipeline
"August 30, 2012",SammysCat,One,"I had to replace my two year old BrewStation Deluxe model 47455 because it kept leaking coffee from the coffee tank at the dispensing point. Thought I was upgrading to this new model 48464 but I don't consider this a betterment of the product. The lid is where the brewing water is pumped into so it can then spray down on the coffee grounds. Not all the water actually gets removed from the lid into the coffee and just sits there until the lid is opened and then it runs everwhere, including down into the electronics, over the sides, down the back. In order to minimize this I have to hold a towel over the back of the coffee maker to catch some but not by any means all the water. I would encourage Hamilton Beach to go back to the drawing board on this coffee maker and actually test it in the real world before putting it on the market. The concept is great.  It is so much easier to push the dispenser bar rather than lifting and pouring from a heavy caraft.",negative,replace two year old brewstation deluxe model 47455 keep leak coffee coffee tank dispense point thought upgrade new model 48464 consider betterment product lid brewing water pump spray coffee ground water actually get remove lid coffee sits lid open run everwhere include electronics side back order minimize hold towel back coffee maker catch mean water would encourage hamilton beach go back draw board coffee maker actually test real world put market concept great much easy push dispenser bar rather lift pour heavy caraft
"January 7, 2019",Bianca,,"One of the best coffee machines we have purchased so far. It is easy to prepare coffee, and very simple to clean it (just remove the whole basket where the prepared coffee is stored). What I also loved about is that there is no jar to be holding and cleaning, your pour coffee right out from the machine. Fill out the water container is also easy as you can just take it to the sink if you don't want an intermediary container.",positive,one best coffee machine purchase far easy prepare coffee simple clean remove whole basket prepared coffee store also love jar hold clean pour coffee right machine fill water container also easy take sink want intermediary container
"November 24, 2020",Sixt8bird,One,This is the 3rd of the newest model I have had. Everything is way better than previous models but unfortunately HAMILTON BEACH. You fail bigtime. The coffee fills at the back of the cup and it spills down the back of the coffee pot while filling your cup. It ends up all over the counter. As I said this was a new design and it sucks aZZ!!! All 3 dripped!!!,negative,3rd new model everything way well previous model unfortunately hamilton beach fail bigtime coffee fill back cup spill back coffee pot fill cup end counter say new design suck azz drip
"May 31, 2021",Eileen Vadeboncoeur,,A great coffee maker.  We had broken too many glass pots in the past so was looking for an alternative.  This fits the bill.  Convenient dispenser system. A fresh HOT cup every time.  Have used the convenient programming feature.  Coffee is ready when you get up!  Only drawbacks are the grounds splash up under the inside of the cover and has to be clean every use.  (We always make 12 cups).  A small light in the dispenser area would be great.,positive,great coffee maker break many glass pot past look alternative fit bill convenient dispenser system fresh hot cup every time use convenient programming feature coffee ready get drawback ground splash inside cover clean every use always make 12 cup small light dispenser area would great
"October 12, 2016",CHB,2,"I've had this for a couple of months and really like it.  The modular way the pieces fit and work together is a great and workable design.  I love not having a glass carafe to worry about.  The method of filling it is very easy to use.  It is very good at keeping the coffee hot.  The only downside is that it is somewhat awkward to fill a large travel mug.  If the mug is tall, you have to tilt it in order to push the coffee release lever.  It can be difficult to monitor how full the mug is when doing this.  But even with this minor hassle, I am very happy with the machine.",positive,couple month really like modular way piece fit work together great workable design love glass carafe worry method fill easy use good keep coffee hot downside somewhat awkward fill large travel mug mug tall tilt order push coffee release lever difficult monitor full mug even minor hassle happy machine
"July 14, 2016",William Chann,,"I work in an office that has communal coffee pots. For a year I was subjected to drinking burnt tasting coffee before I decided to buy my own machine. This coffee maker is amazing. Its easy to use, convenient, and makes a great drip cup of coffee. Best of all is it will keep your coffee at the perfect temperature all day (you do have to turn it back on after 4 hours).  I will say that overall its construction seems a little cheap, but I have found this to be the case with almost every other coffee maker I have used. This coffee maker is ideal for an office. Whenever you want it you have fast hot coffee at the ready.",positive,work office communal coffee pot year subject drink burnt taste coffee decide buy machine coffee maker amaze easy use convenient make great drip cup coffee best keep coffee perfect temperature day turn back hour say overall construction seem little cheap find case almost every coffee maker use coffee maker ideal office whenever want fast hot coffee ready
"February 9, 2020",Grammie,,"Overall, this coffee pot is a great idea.  It makes good coffee quickly enough and can be programmed to keep the coffee warm for one hour or more.  The problem we have had started last week (about six weeks after we started using it).  When leaving coffee in the pot (internal carafe) during the day, coffee leaks out onto the counter and also into the heatign element chamber.  It's concerning that the leak could ruin the countertop and the wood floor plus the coffee in the heating element chamber could be a fire hazard.  Of course the problem started after the period of time that we could have returned it so we are stuck.",negative,overall coffee pot great idea make good coffee quickly enough program keep coffee warm one hour problem start last week six week start use leave coffee pot internal carafe day coffee leak onto counter also heatign element chamber concern leak could ruin countertop wood floor plus coffee heating element chamber could fire hazard course problem start period time could return stuck
"July 24, 2014",Carl S,One,"In terms of quality and performance it's about what I'd expect from a low-end coffee maker.  I've had it for a few months now.  It's easy to use, easy to clean and makes a decent cup of coffee.  I really like the idea of dispensing coffee right into my cup. The only very minor complaint I have is the coffee needs to sit for 5 minutes or so after brewing is complete to allow it to get nice and hot.  Aside from that, no complaints. On the pro side, even if the coffee is left heating for 2 or 3 hours this machine doesn't ""scorch"" or burn the coffee.  It tastes just as fresh after sitting for several hours as it does when first brewed.  That alone makes this coffee maker worthwhile and it's the only machine I've ever had that doesn't burn the coffee. Definitely recommended if you can't afford hundreds of dollars for a high-end machine.",positive,term quality performance expect low end coffee maker month easy use easy clean make decent cup coffee really like idea dispense coffee right cup minor complaint coffee need sit minute brewing complete allow get nice hot aside complaint pro side even coffee leave heat hour machine scorch burn coffee taste fresh sit several hour first brew alone make coffee maker worthwhile machine ever burn coffee definitely recommend afford hundred dollar high end machine
"May 28, 2020",Don N.,,"I gave it one star for Easy to Use because it doesn't work well. Seemed like a neat idea, but didn't last long. After a few weeks, it began to stall: it would not brew all of the water. We cleaned it and that helped, but for awhile. If it worked well, it would bet five stars for Easy to Use.",negative,give one star easy use work well seem like neat idea last long week begin stall would brew water clean help awhile work well would bet five star easy use
"April 26, 2015",dmalcolm,2,"This is our third Brewstation.  They seem to last 2 to 3 years then something happens and it's usually the dispensing valve will begin to leak.  On this one however, and after just a couple of months, the carafe started to leak.  A full carafe will leak down in a couple hours and it's not noticeable at first because it drains into the water reservoir.  I tightened the screws on the bottom to see if that would stop the leak but I don't know the result yet.  I just snugged the screws up, as they just go into plastic and I didn't want to strip the screw holes.  More later. Update #1: Test finished.  I slowed down the leak considerably but it still leaks.  Now I have to find another carafe. Update #2: New coffee tank $30.44.  I like these coffee makers but the quality and longevity is just not there.  Next time I'll try another brand.",negative,third brewstation seem last year something happens usually dispensing valve begin leak one however couple month carafe start leak full carafe leak couple hour noticeable first drain water reservoir tighten screw bottom see would stop leak know result yet snugged screw go plastic want strip screw hole late update test finish slow leak considerably still leak find another carafe update new coffee tank 30 44 like coffee maker quality longevity next time try another brand
"June 10, 2021",R. Barber,,I've had this for 7 weeks and during week 6 started leaking awful. Followed all the cleaning instructions and it's still awful. I had one years ago and got about 5 years out of it before that one started leaking. I figured I needed new. So I bought a different brand. Guess I need to stay away from this one.,negative,week week start leak awful follow cleaning instruction still awful one year ago get year one start leak figure need new bought different brand guess need stay away one
"December 27, 2019",Barbara Partridge NO,,We bought this Hamilton Beach coffee maker. Received fast. and coffee has a good flavor. Only 1 problem is that the front  right corner leaks you are getting your coffee. My husband puts paper towels beneath the coffee maker to soak up the coffee but we still have to change the towels every day because it is a dark  brown and have to clean the space where it sits. Over all I will buy one again.,positive,buy hamilton beach coffee maker receive fast coffee good flavor problem front right corner leak get coffee husband put paper towel beneath coffee maker soak coffee still change towel every day dark brown clean space sit buy one
"June 9, 2020",Marcia S. Weigle,,"I love this model and after 18 years, I bought the same one as a replacement. The old one was still working but was leaking a little around the pour valve. Probably just needed a small part. Great machine! I only cleaned it twice ever... If the bucket is rinsed properly, it stays very clean inside.",positive,love model 18 year buy one replacement old one still work leak little around pour valve probably need small part great machine clean twice ever bucket rinse properly stay clean inside
"May 4, 2021",Sam,One,I gave this to my mother for a birthday present.  She did not tell me it leaks and it has stained her counters.  Horrible!,negative,give mother birthday present tell leak stain counter horrible
"February 10, 2021",Anne Watermelon,,"Straight out of the box, I washed my brand new machine with hot soapy water. As a practice run, I put in an empty coffee filter, added cold water into the Reservoir, waited about 15 minutes and finally, pressed my coffee cup onto  the lever to release piping hot water into my eagerly awaiting mug. See video.  It leaked hot liquid all over the tray below and my kitchen counter . Every. Time. Unfortunately, the “return date” was five days ago. It’s been sitting in my garage for a month waiting for my old coffee maker to die, and it did, this morning. Warning to Amazon shoppers, there is an end date to returning stuff, even crappy stuff.",negative,straight box wash brand new machine hot soapy water practice run put empty coffee filter add cold water reservoir wait 15 minute finally press coffee cup onto lever release pip hot water eagerly awaiting mug see video leak hot liquid tray kitchen counter every time unfortunately return date five day ago sit garage month wait old coffee maker die morning warn amazon shopper end date return stuff even crappy stuff
"April 18, 2014",MyFriendTait,One,"I purchased this unit after our old coffee maker finally died after 20 years of daily use.  I don't think this one will last that long but it does make really good coffee.  Yes, it needs to have something behind it when you are dispensing the coffee.  If you don't have it set up where it is against a backsplash then you need to put your hand behind it.  Yes, you can fill almost any cup with coffee.  We have not had a single problem filling any of the cups we have, including travel mugs.  The travel mugs will fit without having to tilt them if you remove the (removable) base under the dispenser. And YES, you CAN reheat the coffee.  There is no need to dump out the coffee and start a new pot to have hot coffee.  If you press and hold the On/Off button for 3 seconds the unit will heat up any coffee left in the dispenser.  This is stated clearly in the pamphlet that comes with the unit.  For the price I think this is an excellent coffee maker.",positive,purchase unit old coffee maker finally die 20 year daily use think one last long make really good coffee yes need something behind dispense coffee set backsplash need put hand behind yes fill almost cup coffee single problem fill cup include travel mug travel mug fit without tilt remove removable base dispenser yes reheat coffee need dump coffee start new pot hot coffee press hold button second unit heat coffee leave dispenser state clearly pamphlet come unit price think excellent coffee maker
